as_of,asset_id,ticker,yahoo_ticker,start,interval,reason,error
2026-02-09,EQH65423d42e6ad7a9c,MC,MC.PA,2026-02-07,1d,empty,
2026-02-09,EQH657f7dd8c0e04961,ASRNL,ASRNL.AS,2026-02-07,1d,empty,
2026-02-09,EQH67356cf46108dc35,KESKOB,KESKOB.HE,2026-02-07,1d,empty,
2026-02-09,EQH68fd2a5687c2c7d9,RNO,RNO.PA,2026-02-07,1d,empty,
2026-02-09,EQH68fe43493047061f,FRE,FRE.DE,2026-02-07,1d,empty,
2026-02-09,EQH6b45d134d667dab0,AKZA,AKZA.AS,2026-02-07,1d,empty,
2026-02-09,EQH6bbae78c07d52510,ACA,ACA.PA,2026-02-07,1d,empty,
2026-02-09,EQH6d5b04752eb340c4,UTDI,UTDI.DE,2026-02-07,1d,empty,
2026-02-09,EQH6dab7d58ae646ffc,ORNBV,ORNBV.HE,2026-02-07,1d,empty,
2026-02-09,EQH6fa39c67ed68cc20,KRN,KRN.DE,2026-02-07,1d,empty,
2026-02-09,EQH73f584e5d7aed5ac,FR,FR.PA,2026-02-07,1d,empty,
2026-02-09,EQH745d5701cc59ed54,NEM,NEM.DE,2026-02-07,1d,empty,
2026-02-09,EQH7713b456d2aaf9cb,DTE,DTE.DE,2026-02-07,1d,empty,
2026-02-09,EQH77655c0fdb4f520f,TRI,TRI.PA,2026-02-07,1d,empty,
2026-02-09,EQH789fc1f4fd063ffd,NESTE,NESTE.HE,2026-02-07,1d,empty,
2026-02-09,EQH7d05a53e7fcfc49c,PIRC,PIRC.MI,2026-02-07,1d,empty,
2026-02-09,EQH7d4e29b3eb2bf7f0,OCI,OCI.AS,2026-02-07,1d,empty,
2026-02-09,EQH7d31272df33c1b09,MRL,MRL.MC,2026-02-07,1d,empty,
2026-02-09,EQH7da9d95b16336431,SIE,SIE.DE,2026-02-07,1d,empty,
2026-02-09,EQH7e35cc4c80696c44,CPR,CPR.MI,2026-02-07,1d,empty,
2026-02-09,EQH7e438a7cb07647e5,KRZ,KRZ.MU,2026-02-07,1d,empty,
2026-02-09,EQH8033215c93da85ff,TIT,TIT.MI,2026-02-07,1d,empty,
2026-02-09,EQH8297d454395ca653,SCR,SCR.PA,2026-02-07,1d,empty,
2026-02-09,EQH82ffdc3e0a971864,IFX,IFX.DE,2026-02-07,1d,empty,
2026-02-09,EQH83757c3c90441244,GET,GET.PA,2026-02-07,1d,empty,
2026-02-09,EQH83ec1a250d929275,HEI,HEI.DE,2026-02-07,1d,empty,
2026-02-09,EQH8481236b6bd5138a,SESG,SESG.PA,2026-02-07,1d,empty,
2026-02-09,EQH84bdb9befa5166c5,ZAL,ZAL.DE,2026-02-07,1d,empty,
2026-02-09,EQH8626c7e04d56407c,HEIA,HEIA.AS,2026-02-07,1d,empty,
2026-02-09,EQH879872c52d68a45e,EL,EL.PA,2026-02-07,1d,empty,
2026-02-09,EQH8983e683a3475f65,EBS,EBS.VI,2026-02-07,1d,empty,
2026-02-09,EQH8a8d8da9f0ac2cd1,WLN,WLN.PA,2026-02-07,1d,empty,
2026-02-09,EQH8b19052cc3c96281,SOF,SOF.BR,2026-02-07,1d,empty,
2026-02-09,EQH8b634f86d5a66dfd,GL9,GL9.MU,2026-02-07,1d,empty,
2026-02-09,EQH8c8ef0114f8e2b57,DWS,DWS.DE,2026-02-07,1d,empty,
2026-02-09,EQH8d1e7cafcafe78c8,TRE,TRE.MC,2026-02-07,1d,empty,
2026-02-09,EQH8d9a5fe9946ec9ec,RCO,RCO.PA,2026-02-07,1d,empty,
2026-02-09,EQH9195a51d79ee17f6,HEN,HEN.DE,2026-02-07,1d,empty,
2026-02-09,EQH91dabd6a608fcf3b,LOG,LOG.MC,2026-02-07,1d,empty,
2026-02-09,EQH92ea08f5a894a917,S92,S92.DE,2026-02-07,1d,empty,
2026-02-09,EQH93bee1a855d0f748,HFG,HFG.DE,2026-02-07,1d,empty,
2026-02-09,EQH93fbaa1d25603f2d,SAN,SAN.MC,2026-02-07,1d,empty,
2026-02-09,EQH94fc85ae30541945,TPRO,TPRO.MI,2026-02-07,1d,empty,
2026-02-09,EQH959c96108d0da164,FME,FME.DE,2026-02-07,1d,empty,
2026-02-09,EQH95f680aa25ce9cc0,DHL,DHL.DE,2026-02-07,1d,empty,
2026-02-09,EQH9634195758f9e0d7,AKE,AKE.PA,2026-02-07,1d,empty,
2026-02-09,EQH971c5b1d51247677,EDPR,EDPR.LS,2026-02-07,1d,empty,
2026-02-09,EQH985b13183dec7119,ERG,ERG.MI,2026-02-07,1d,empty,
2026-02-09,EQH998ed23c2f1a3de9,NVG,NVG.LS,2026-02-07,1d,empty,
2026-02-09,EQH9aa08762f8fb8ca7,SOI,SOI.PA,2026-02-07,1d,empty,
2026-02-09,EQH9a2ff923dc97932e,TIETO,TIETO.HE,2026-02-07,1d,empty,
2026-02-09,EQH9bcd51c6c347cd51,DIE,DIE.BR,2026-02-07,1d,empty,
2026-02-09,EQH9bd74cf3cb69bfdb,UPM,UPM.HE,2026-02-07,1d,empty,
2026-02-09,EQH9c6920858cdd0de0,LHA,LHA.DE,2026-02-07,1d,empty,
2026-02-09,EQH9de6d9bc061aa27b,RYAAY,RYA.IR,2026-02-07,1d,empty,
2026-02-09,EQH9eeae86b67f77043,ACX,ACX.MC,2026-02-07,1d,empty,
2026-02-09,EQH9fb30f7a9daa3853,FIE,FIE.DE,2026-02-07,1d,empty,
2026-02-09,EQHa371cece96b4bb35,PUMD,PUM.DE,2026-02-07,1d,empty,
2026-02-09,EQHa546ea62324367d4,GLE,GLE.PA,2026-02-07,1d,empty,
2026-02-09,EQHa62a42f87479432c,LXS,LXS.DE,2026-02-07,1d,empty,
2026-02-09,EQHa7bd716478016ba9,MONC,MONC.MI,2026-02-07,1d,empty,
2026-02-09,EQHa83a093e84950219,RUI,RUI.PA,2026-02-07,1d,empty,
2026-02-09,EQHa8097bdbb3e6e0b5,MAP,MAP.MC,2026-02-07,1d,empty,
2026-02-09,EQHa88992dea3696350,WKL,WKL.AS,2026-02-07,1d,empty,
2026-02-09,EQHa879a7455e2f6b06,HER,HER.MI,2026-02-07,1d,empty,
2026-02-09,EQHab9dbcbcfcf1fdd3,SHL,SHL.DE,2026-02-07,1d,empty,
2026-02-09,EQHabd7fad14d30a9f8,OMV,OMV.DE,2026-02-07,1d,empty,
2026-02-09,EQHaba8e55bea85bf94,VIG,VIG.VI,2026-02-07,1d,empty,
2026-02-09,EQHac4e4dabbcdfdf8c,SGO,SGO.PA,2026-02-07,1d,empty,
2026-02-09,EQHacbc9c2ec73587ec,BN,BN.PA,2026-02-07,1d,empty,
2026-02-09,EQHad181decd6228ec8,BMW,BMW.DE,2026-02-07,1d,empty,
2026-02-09,EQHad622b221d6dc371,CDI,CDI.PA,2026-02-07,1d,empty,
2026-02-09,EQHade95717675da7bf,NEXI,NEXI.MI,2026-02-07,1d,empty,
2026-02-09,EQHb08829ab01792de8,KER,KER.PA,2026-02-07,1d,empty,
2026-02-09,EQHb10acedfdf7310ac,RMS,RMS.PA,2026-02-07,1d,empty,
2026-02-09,EQHb22d94ff8e93d9b3,ADYEN,ADYEN.AS,2026-02-07,1d,empty,
2026-02-09,EQHb608465c33b96704,REE,RED.MC,2026-02-07,1d,empty,
2026-02-09,EQHb7e823096875ffb8,BIRG,BIRG.DE,2026-02-07,1d,empty,
2026-02-09,EQHb9657b2286b33d48,URW,URW.PA,2026-02-07,1d,empty,
2026-02-09,EQHb982670aac8e7b19,EOAN,EOAN.DE,2026-02-07,1d,empty,
2026-02-09,EQHb9b87fa10aed44ef,JDEP,JDEP.AS,2026-02-07,1d,empty,
2026-02-09,EQHbb08fd0291781a75,GEST,GEST.MC,2026-02-07,1d,empty,
2026-02-09,EQHbbfc34a08fa1d0cf,DBK,DBK.DE,2026-02-07,1d,empty,
2026-02-09,EQHbf4981a41601aacf,VOE,VOE.VI,2026-02-07,1d,empty,
2026-02-09,EQHbf960ee64e333e92,ML,ML.PA,2026-02-07,1d,empty,
2026-02-09,EQHbffc4179ced6a6a7,KNEBV,KNEBV.HE,2026-02-07,1d,empty,
2026-02-09,EQHc2fb3da7e641609b,ACS,ACS.MC,2026-02-07,1d,empty,
2026-02-09,EQHc3ebdc6cd67ff500,AIXA,AIXA.DE,2026-02-07,1d,empty,
2026-02-09,EQHc572b6fa5141901e,ABN,ABN.AS,2026-02-07,1d,empty,
2026-02-09,EQHc586b2d8a5cdcd34,BFIT,BFIT.AS,2026-02-07,1d,empty,
2026-02-09,EQHc5bf1311509d57fe,VPK,VPK.AS,2026-02-07,1d,empty,
2026-02-09,EQHc832bb2c93a60a68,ISP,ISP.MI,2026-02-07,1d,empty,
2026-02-09,EQHcb0067bd9b4a0e40,HAG,HAG.DE,2026-02-07,1d,empty,
2026-02-09,EQHcb6a5728b38d7104,G1A,G1A.DE,2026-02-07,1d,empty,
2026-02-09,EQHcd3724bf522fa485,BIM,BIM.PA,2026-02-07,1d,empty,
2026-02-09,EQHd0c941a538951136,MBG,MBG.DE,2026-02-07,1d,empty,
2026-02-09,EQHd1394f6c837540e6,EVK,EVK.DE,2026-02-07,1d,empty,
2026-02-09,EQHd461a82034756d37,FDJ,FDJU.PA,2026-02-07,1d,empty,
2026-02-09,EQHd6f2064bfdf38d04,ELISA,ELISA.HE,2026-02-07,1d,empty,
2026-02-09,EQHd79b75f140d39289,IVG,IVG.MI,2026-02-07,1d,empty,
2026-02-09,EQHd8340e40e2f77642,VNA,VNA.DE,2026-02-07,1d,empty,
2026-02-09,EQHd9a04da69b6859cf,WRT1V,WRT1V.HE,2026-02-07,1d,empty,
2026-02-09,EQHda285e6a6edf3782,AOF,AOF.DE,2026-02-07,1d,empty,
2026-02-09,EQHdb61b15cfa1706c3,BEI,BEI.DE,2026-02-07,1d,empty,
2026-02-09,EQHdcc8b2f1adb2ffde,DHER,DHER.DE,2026-02-07,1d,empty,
2026-02-09,EQHdd4af266862a22ac,FGR,FGR.PA,2026-02-07,1d,empty,
2026-02-09,EQHddb71ab45f299652,REP,REP.DE,2026-02-07,1d,empty,
2026-02-09,EQHde07bb35e79f9cd0,RF,RF.PA,2026-02-07,1d,empty,
2026-02-09,EQHde57c2202c73eefb,UNI,UNI.MC,2026-02-07,1d,empty,
2026-02-09,EQHde9e4e400b18c700,PRX,PRX.AS,2026-02-07,1d,empty,
2026-02-09,EQHe02dc551d01d40fc,INPST,INPST.AS,2026-02-07,1d,empty,
2026-02-09,EQHe1708cf886e0e969,AFX,AFX.DE,2026-02-07,1d,empty,
2026-02-09,EQHe29791ea92b242c6,GXI,GXI.DE,2026-02-07,1d,empty,
2026-02-09,EQHe2cd4e4907c8597e,NDX1,NDX1.DE,2026-02-07,1d,empty,
2026-02-09,EQHe34e3e40d3e0ace0,IBE,IBE.MC,2026-02-07,1d,empty,
2026-02-09,EQHe3932cdcd845f9cc,SAMPO,SAMPO.HE,2026-02-07,1d,empty,
2026-02-09,EQHe359f5b9ef328a60,UN01,UN0.DE,2026-02-07,1d,empty,
2026-02-09,EQHe42ec253064a85da,SAN,SAN.PA,2026-02-07,1d,empty,
2026-02-09,EQHe4ed59a0180fbc16,FDR,FDR.MC,2026-02-07,1d,empty,
2026-02-09,EQHe93ae89a144fc409,AYV,AYV.PA,2026-02-07,1d,empty,
2026-02-09,EQHe974bcb6e1dc8877,RNR,RNR,2026-02-07,1d,fail,"arg must be a list, tuple, 1-d array, or Series"
2026-02-09,EQHe9e81f4b022c3494,AZM,AZM.MI,2026-02-07,1d,empty,
2026-02-09,EQHe9efa3f82d7d3486,GBLB,GBLB.BR,2026-02-07,1d,empty,
2026-02-09,EQHeb04fec0abba2102,KRX,KRX.DE,2026-02-06,1d,empty,
2026-02-09,EQHebaf0c479360b7fa,IMCD,IMCD.AS,2026-02-07,1d,empty,
2026-02-09,EQHec5aa7d1c500a38d,HNR1,HNR1.DE,2026-02-07,1d,empty,
2026-02-09,EQHefd0215f62c83fbb,PROX,PROX.BR,2026-02-07,1d,empty,
2026-02-09,EQHf03f4e29559d6dce,VID,VID.MC,2026-02-07,1d,empty,
2026-02-09,EQHf0d57047e3637b85,ENG,ENG.MC,2026-02-07,1d,empty,
2026-02-09,EQHf1ad35784252a22d,BOSS,BOSS.DE,2026-02-07,1d,empty,
2026-02-09,EQHf3e2c68ba8b43a99,CS,CS.PA,2026-02-07,1d,empty,
2026-02-09,EQHf549e1b326884137,SRT3,SRT3.DE,2026-02-07,1d,empty,
2026-02-09,EQHf5b9321b3d2a2ee3,TOTS3,TOTS3.SA,2026-02-07,1d,fail,"arg must be a list, tuple, 1-d array, or Series"
2026-02-09,EQHf61d538f42c7d2bb,SY1,SY1.DE,2026-02-07,1d,empty,
2026-02-09,EQHf73397b6d5245c39,SW,SW.PA,2026-02-07,1d,empty,
2026-02-09,EQHf7a3c51e37735658,HUH1V,HUH1V.HE,2026-02-07,1d,empty,
2026-02-09,EQHf767db48d9639db1,B4B,B4B.HM,2026-02-07,1d,empty,
2026-02-09,EQHf8c45913a4642d95,SK,SK.PA,2026-02-07,1d,empty,
2026-02-09,EQHfab4aaf37d935518,SHA,SHA0.DE,2026-02-07,1d,empty,
2026-02-09,EQHfba78da91f710c1a,ARCAD,ARCAD.AS,2026-02-07,1d,empty,
2026-02-09,EQHfc25861fc9f415d2,GALP,GALP.LS,2026-02-07,1d,empty,
2026-02-09,EQHfcabef9ca6952051,FORTUM,FORTUM.HE,2026-02-07,1d,empty,
2026-02-09,EQHfd3ca0cd6a5bdd51,8TRA,8TRA.DE,2026-02-07,1d,empty,
2026-02-09,EQHfed61fd8cf659049,CABK,CABK.MC,2026-02-07,1d,empty,
