as_of,asset_id,ticker,yahoo_ticker,start,interval,reason,error
2026-02-02,EQH77655c0fdb4f520f,TRI,TRI.PA,2026-01-31,1d,empty,
2026-02-02,EQH77939ac7dda9da3c,HUBB,HUBB,2026-01-30,1d,fail,"arg must be a list, tuple, 1-d array, or Series"
2026-02-02,EQH7878c8fcdccab9bb,GRUMAB,GRUMAB.MX,2026-01-30,1d,no_fx,
2026-02-02,EQH789fc1f4fd063ffd,NESTE,NESTE.HE,2026-01-31,1d,empty,
2026-02-02,EQH7d05a53e7fcfc49c,PIRC,PIRC.MI,2026-01-31,1d,empty,
2026-02-02,EQH7d31272df33c1b09,MRL,MRL.MC,2026-01-31,1d,empty,
2026-02-02,EQH7d4e29b3eb2bf7f0,OCI,OCI.AS,2026-01-31,1d,empty,
2026-02-02,EQH7e077dd065fbafda,MGLU3,MGLU3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQH7da9d95b16336431,SIE,SIE.DE,2026-01-31,1d,empty,
2026-02-02,EQH7e35cc4c80696c44,CPR,CPR.MI,2026-01-31,1d,empty,
2026-02-02,EQH7f039664e09c2c82,SAPR11,SAPR11.SA,2026-01-30,1d,no_fx,
2026-02-02,EQH7e438a7cb07647e5,KRZ,KRZ.MU,2026-01-31,1d,empty,
2026-02-02,EQH8033215c93da85ff,TIT,TIT.MI,2026-01-31,1d,empty,
2026-02-02,EQH81614261476da589,GMEXICOB,GMEXICOB.MX,2026-01-30,1d,no_fx,
2026-02-02,EQH8297d454395ca653,SCR,SCR.PA,2026-01-31,1d,empty,
2026-02-02,EQH82cc4f771913fc33,IGTI11,IGTI11.SA,2026-01-30,1d,no_fx,
2026-02-02,EQH82ffdc3e0a971864,IFX,IFX.DE,2026-01-31,1d,empty,
2026-02-02,EQH83ec1a250d929275,HEI,HEI.DE,2026-01-31,1d,empty,
2026-02-02,EQH83757c3c90441244,GET,GET.PA,2026-01-31,1d,empty,
2026-02-02,EQH84bdb9befa5166c5,ZAL,ZAL.DE,2026-01-31,1d,empty,
2026-02-02,EQH8626c7e04d56407c,HEIA,HEIA.AS,2026-01-31,1d,empty,
2026-02-02,EQH879872c52d68a45e,EL,EL.PA,2026-01-31,1d,empty,
2026-02-02,EQH8983e683a3475f65,EBS,EBS.VI,2026-01-31,1d,empty,
2026-02-02,EQH8a8d8da9f0ac2cd1,WLN,WLN.PA,2026-01-31,1d,empty,
2026-02-02,EQH8b634f86d5a66dfd,GL9,GL9.MU,2026-01-31,1d,empty,
2026-02-02,EQH8c8ef0114f8e2b57,DWS,DWS.DE,2026-01-31,1d,empty,
2026-02-02,EQH8d1e7cafcafe78c8,TRE,TRE.MC,2026-01-31,1d,empty,
2026-02-02,EQH8d9a5fe9946ec9ec,RCO,RCO.PA,2026-01-31,1d,empty,
2026-02-02,EQH8e52ce6beae9d058,ABEV3,ABEV3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQH9195a51d79ee17f6,HEN,HEN.DE,2026-01-31,1d,empty,
2026-02-02,EQH91dabd6a608fcf3b,LOG,LOG.MC,2026-01-31,1d,empty,
2026-02-02,EQH926091baee872a6c,EQTL3,EQTL3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQH92ea08f5a894a917,S92,S92.DE,2026-01-31,1d,empty,
2026-02-02,EQH93bee1a855d0f748,HFG,HFG.DE,2026-01-31,1d,empty,
2026-02-02,EQH94398ef47b836d4b,B3SA3,B3SA3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQH94fc85ae30541945,TPRO,TPRO.MI,2026-01-31,1d,empty,
2026-02-02,EQH954a1643773c64a4,ALPA4,ALPA4.SA,2026-01-30,1d,no_fx,
2026-02-02,EQH959c96108d0da164,FME,FME.DE,2026-01-31,1d,empty,
2026-02-02,EQH95f680aa25ce9cc0,DHL,DHL.DE,2026-01-31,1d,empty,
2026-02-02,EQH9634195758f9e0d7,AKE,AKE.PA,2026-01-31,1d,empty,
2026-02-02,EQH9626f6d93a10fb02,BBSE3,BBSE3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQH971c5b1d51247677,EDPR,EDPR.LS,2026-01-31,1d,empty,
2026-02-02,EQH97e470498989a1ff,KAR,KAR,2026-01-31,1d,empty,
2026-02-02,EQH98297dc2ff6700a6,ZG,ZG,2026-01-31,1d,fail,"arg must be a list, tuple, 1-d array, or Series"
2026-02-02,EQH985b13183dec7119,ERG,ERG.MI,2026-01-31,1d,empty,
2026-02-02,EQH998ed23c2f1a3de9,NVG,NVG.LS,2026-01-31,1d,empty,
2026-02-02,EQH9a21edc378eec847,GAPB,GAPB.MX,2026-01-30,1d,no_fx,
2026-02-02,EQH9a2ff923dc97932e,TIETO,TIETO.HE,2026-01-31,1d,empty,
2026-02-02,EQH9aa08762f8fb8ca7,SOI,SOI.PA,2026-01-31,1d,empty,
2026-02-02,EQH9aaf607277f68755,LABB,LABB.MX,2026-01-30,1d,no_fx,
2026-02-02,EQH9bcd51c6c347cd51,DIE,DIE.BR,2026-01-31,1d,empty,
2026-02-02,EQH9bd74cf3cb69bfdb,UPM,UPM.HE,2026-01-31,1d,empty,
2026-02-02,EQH9c6920858cdd0de0,LHA,LHA.DE,2026-01-31,1d,empty,
2026-02-02,EQH9de6d9bc061aa27b,RYAAY,RYA.IR,2026-01-31,1d,empty,
2026-02-02,EQH9eeae86b67f77043,ACX,ACX.MC,2026-01-31,1d,empty,
2026-02-02,EQH9fb30f7a9daa3853,FIE,FIE.DE,2026-01-31,1d,empty,
2026-02-02,EQHa0e0d5ec90674560,MODG,MODG,2026-01-31,1d,empty,
2026-02-02,EQHa1de8c27ffb4810d,SANB11,SANB11.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHa371cece96b4bb35,PUMD,PUM.DE,2026-01-31,1d,empty,
2026-02-02,EQHa546ea62324367d4,GLE,GLE.PA,2026-01-31,1d,empty,
2026-02-02,EQHa62a42f87479432c,LXS,LXS.DE,2026-01-31,1d,empty,
2026-02-02,EQHa7bd716478016ba9,MONC,MONC.MI,2026-01-31,1d,empty,
2026-02-02,EQHa8097bdbb3e6e0b5,MAP,MAP.MC,2026-01-31,1d,empty,
2026-02-02,EQHa83a093e84950219,RUI,RUI.PA,2026-01-31,1d,empty,
2026-02-02,EQHa879a7455e2f6b06,HER,HER.MI,2026-01-31,1d,empty,
2026-02-02,EQHa88992dea3696350,WKL,WKL.AS,2026-01-31,1d,empty,
2026-02-02,EQHaa262b3ba62073c5,AGRO3,AGRO3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHab9dbcbcfcf1fdd3,SHL,SHL.DE,2026-01-31,1d,empty,
2026-02-02,EQHaba8e55bea85bf94,VIG,VIG.VI,2026-01-31,1d,empty,
2026-02-02,EQHabfa94df4b30f5e4,SBSP3,SBSP3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHabd3fc46d1726a57,IRBR3,IRBR3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHabd7fad14d30a9f8,OMV,OMV.DE,2026-01-31,1d,empty,
2026-02-02,EQHac4e4dabbcdfdf8c,SGO,SGO.PA,2026-01-31,1d,empty,
2026-02-02,EQHacbc9c2ec73587ec,BN,BN.PA,2026-01-31,1d,empty,
2026-02-02,EQHad181decd6228ec8,BMW,BMW.DE,2026-01-31,1d,empty,
2026-02-02,EQHadad5c7d6ae36432,IGT,IGT,2010-01-01,1d,empty,
2026-02-02,EQHadb5f2b1a055e913,ALPEKA,ALPEKA.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHad622b221d6dc371,CDI,CDI.PA,2026-01-31,1d,empty,
2026-02-02,EQHb08829ab01792de8,KER,KER.PA,2026-01-31,1d,empty,
2026-02-02,EQHb10acedfdf7310ac,RMS,RMS.PA,2026-01-31,1d,empty,
2026-02-02,EQHb1f6a97ffcafe982,RAIL3,RAIL3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHb22d94ff8e93d9b3,ADYEN,ADYEN.AS,2026-01-31,1d,empty,
2026-02-02,EQHb23a987d07df4347,RECV3,RECV3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHb2bfdd29b96cb056,TAEE11,TAEE11.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHb4c1ebb2d3bd1cbd,CASY,CASY,2026-01-31,1d,fail,"arg must be a list, tuple, 1-d array, or Series"
2026-02-02,EQHb608465c33b96704,REE,RED.MC,2026-01-31,1d,empty,
2026-02-02,EQHb63754403445214e,BOLSAA,BOLSAA.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHb6e32131f82dc55c,PRIO3,PRIO3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHb7e823096875ffb8,BIRG,BIRG.DE,2026-01-31,1d,empty,
2026-02-02,EQHb891fbb2178cf292,BEEF3,BEEF3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHb9657b2286b33d48,URW,URW.PA,2026-01-31,1d,empty,
2026-02-02,EQHb982670aac8e7b19,EOAN,EOAN.DE,2026-01-31,1d,empty,
2026-02-02,EQHb9b87fa10aed44ef,JDEP,JDEP.AS,2026-01-31,1d,empty,
2026-02-02,EQHbb08fd0291781a75,GEST,GEST.MC,2026-01-31,1d,empty,
2026-02-02,EQHbbfc34a08fa1d0cf,DBK,DBK.DE,2026-01-31,1d,empty,
2026-02-02,EQHbc65f59f5eeaa8d0,AURE3,AURE3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHbe0707b06dff72f2,CHDRAUIB,CHDRAUIB.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHbf4981a41601aacf,VOE,VOE.VI,2026-01-31,1d,empty,
2026-02-02,EQHbf78978a010be0c4,CMIN3,CMIN3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHbf960ee64e333e92,ML,ML.PA,2026-01-31,1d,empty,
2026-02-02,EQHbffc4179ced6a6a7,KNEBV,KNEBV.HE,2026-01-31,1d,empty,
2026-02-02,EQHc074ae17d7b10217,CWT,CWT,2026-01-31,1d,fail,"arg must be a list, tuple, 1-d array, or Series"
2026-02-02,EQHc2fb3da7e641609b,ACS,ACS.MC,2026-01-31,1d,empty,
2026-02-02,EQHc43409dc542df7da,GFINBURO,GFINBURO.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHc3ebdc6cd67ff500,AIXA,AIXA.DE,2026-01-31,1d,empty,
2026-02-02,EQHc572b6fa5141901e,ABN,ABN.AS,2026-01-31,1d,empty,
2026-02-02,EQHc5bf1311509d57fe,VPK,VPK.AS,2026-01-31,1d,empty,
2026-02-02,EQHc7e2004c3bdee8c1,SUZB3,SUZB3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHc832bb2c93a60a68,ISP,ISP.MI,2026-01-31,1d,empty,
2026-02-02,EQHca8e6c0f48a89280,CSNA3,CSNA3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHcaa24a3efdba259a,CGCBV,CGCBV,2010-01-01,1d,empty,
2026-02-02,EQHcb0067bd9b4a0e40,HAG,HAG.DE,2026-01-31,1d,empty,
