trade_id,ts_utc,as_of,asset_id,ticker,side,action_tag,quantity,price,currency,quantity_unit,route,value_usd,fx_to_usd,price_usd,engine_realized_delta,reported_pnl,diff_engine_minus_reported,note,_s3_key,reported_pnl_usd,diff_engine_minus_reported_usd,abs_diff
20200616-d62e3bb53175cf1d,2020-06-16T15:55:39Z,2020-06-16,EQH7c4faf2878658b6a,BA,BUY,close,6.0,198.18,USD,shares,SPOT,,1.0,198.18,-0.18000000000000682,-0.18,-6.827871601444713e-15,,engine/v1/trades/dt=2020-06-16/trade_20200616-d62e3bb53175cf1d.json,,,6.827871601444713e-15
20200626-e81a15c72bb510ba,2020-06-26T13:34:29Z,2020-06-26,EQHdf42fb36dc6ea684,JPM,BUY,close,10.0,94.19,USD,shares,SPOT,,1.0,94.19,-1.0999999999999943,-1.1,5.773159728050814e-15,,engine/v1/trades/dt=2020-06-26/trade_20200626-e81a15c72bb510ba.json,,,5.773159728050814e-15
20200612-6135fd361abb8eb4,2020-06-12T13:33:13Z,2020-06-12,EQHa4f8629695ec5c1c,SONY,SELL,close,8.0,69.16,USD,shares,SPOT,,1.0,69.16,15.120000000000005,15.12,5.329070518200751e-15,,engine/v1/trades/dt=2020-06-12/trade_20200612-6135fd361abb8eb4.json,,,5.329070518200751e-15
20200609-bcb3962c23fc4596,2020-06-09T18:21:30Z,2020-06-09,EQHcbf06d9dc587b847,AXP,BUY,close,16.0,110.75,USD,shares,SPOT,,1.0,110.75,2.1200000000000045,2.12,4.440892098500626e-15,,engine/v1/trades/dt=2020-06-09/trade_20200609-bcb3962c23fc4596.json,,,4.440892098500626e-15
20200610-2b9e4f176e2c256a,2020-06-10T16:35:35Z,2020-06-10,EQH1193212f4e8bb727,AAL,BUY,reduce,32.0,17.16,USD,shares,SPOT,,1.0,17.16,-2.8799999999999955,-2.88,4.440892098500626e-15,,engine/v1/trades/dt=2020-06-10/trade_20200610-2b9e4f176e2c256a.json,,,4.440892098500626e-15
20200616-c13d85aedf73cf26,2020-06-16T14:20:52Z,2020-06-16,EQH7c4faf2878658b6a,BA,BUY,close,6.0,201.24,USD,shares,SPOT,,1.0,201.24,-1.1200000000000045,-1.12,-4.440892098500626e-15,,engine/v1/trades/dt=2020-06-16/trade_20200616-c13d85aedf73cf26.json,,,4.440892098500626e-15
20200612-d6f9c725d75a93f0,2020-06-12T16:36:56Z,2020-06-12,EQH1193212f4e8bb727,AAL,BUY,close,10.0,16.37,USD,shares,SPOT,,1.0,16.37,0.19999999999999574,0.2,-4.274358644806853e-15,,engine/v1/trades/dt=2020-06-12/trade_20200612-d6f9c725d75a93f0.json,,,4.274358644806853e-15
20200604-beafc85053d6c72c,2020-06-04T19:29:57Z,2020-06-04,EQH52bf37d5272016be,BAC,BUY,close,12.0,26.65,USD,shares,SPOT,,1.0,26.65,-6.840000000000003,-6.84,-3.552713678800501e-15,,engine/v1/trades/dt=2020-06-04/trade_20200604-beafc85053d6c72c.json,,,3.552713678800501e-15
20200612-2c5e38e99db757d2,2020-06-12T16:30:55Z,2020-06-12,EQHa4f8629695ec5c1c,SONY,BUY,close,5.0,67.87,USD,shares,SPOT,,1.0,67.87,0.7000000000000028,0.7,2.886579864025407e-15,,engine/v1/trades/dt=2020-06-12/trade_20200612-2c5e38e99db757d2.json,,,2.886579864025407e-15
20200609-64b7ced692510baa,2020-06-09T14:20:37Z,2020-06-09,EQH1193212f4e8bb727,AAL,SELL,close,1.0,17.92,USD,shares,SPOT,,1.0,17.92,-0.029999999999997584,-0.03,2.4147350785597155e-15,,engine/v1/trades/dt=2020-06-09/trade_20200609-64b7ced692510baa.json,,,2.4147350785597155e-15
20200608-287d372694665b98,2020-06-08T15:04:26Z,2020-06-08,EQH4839b80292843c6e,V,BUY,close,6.0,198.68,USD,shares,SPOT,,1.0,198.68,0.9399999999999977,0.94,-2.220446049250313e-15,,engine/v1/trades/dt=2020-06-08/trade_20200608-287d372694665b98.json,,,2.220446049250313e-15
20200522-d145613d65c9a59d,2020-05-22T13:38:38Z,2020-05-22,EQH49bd9355451f8d42,BYND,SELL,close,9.0,135.23,USD,shares,SPOT,,1.0,135.23,-40.5,-40.5,0.0,,engine/v1/trades/dt=2020-05-22/trade_20200522-d145613d65c9a59d.json,,,0.0
20200522-a1cffcef4b03db7d,2020-05-22T17:57:25Z,2020-05-22,EQHb6fce58933457bfa,ZM,BUY,close,20.0,172.56,USD,shares,SPOT,,1.0,172.56,5.0,5.0,0.0,,engine/v1/trades/dt=2020-05-22/trade_20200522-a1cffcef4b03db7d.json,,,0.0
20200608-506dfddf6f9923b2,2020-06-08T14:31:18Z,2020-06-08,EQH7c4faf2878658b6a,BA,BUY,close,6.0,230.89,USD,shares,SPOT,,1.0,230.89,4.5,4.5,0.0,,engine/v1/trades/dt=2020-06-08/trade_20200608-506dfddf6f9923b2.json,,,0.0
20200608-ddb8761b8342c182,2020-06-08T15:40:54Z,2020-06-08,EQH0f28bdd307d6ba35,CMG,BUY,close,1.0,1043.97,USD,shares,SPOT,,1.0,1043.97,3.25,3.25,0.0,,engine/v1/trades/dt=2020-06-08/trade_20200608-ddb8761b8342c182.json,,,0.0
20200612-dc77c1cf616449a6,2020-06-12T15:04:41Z,2020-06-12,EQHdb7aee8af0868213,TRV,SELL,close,4.0,110.69,USD,shares,SPOT,,1.0,110.69,-5.0,-5.0,0.0,,engine/v1/trades/dt=2020-06-12/trade_20200612-dc77c1cf616449a6.json,,,0.0
20200612-39d1b4ccc394c6ca,2020-06-12T16:39:46Z,2020-06-12,EQH7c4faf2878658b6a,BA,BUY,close,2.0,182.5,USD,shares,SPOT,,1.0,182.5,-1.0,-1.0,0.0,,engine/v1/trades/dt=2020-06-12/trade_20200612-39d1b4ccc394c6ca.json,,,0.0
20200616-42f0dee0d9254640,2020-06-16T13:49:50Z,2020-06-16,EQHcbf06d9dc587b847,AXP,BUY,close,3.0,106.25,USD,shares,SPOT,,1.0,106.25,0.75,0.75,0.0,,engine/v1/trades/dt=2020-06-16/trade_20200616-42f0dee0d9254640.json,,,0.0
20200701-68fabc9bfaad81a6,2020-07-01T19:24:18Z,2020-07-01,EQH0d7740f0c973d8fc,MSFT,BUY,close,9.0,206.2,USD,shares,SPOT,,1.0,206.2,-15.75,-15.75,0.0,,engine/v1/trades/dt=2020-07-01/trade_20200701-68fabc9bfaad81a6.json,,,0.0
20200709-00caa97a2fabda9b,2020-07-09T14:43:57Z,2020-07-09,EQHaf9480c78c15f6d4,WBA,SELL,close,48.0,38.36,USD,shares,SPOT,,1.0,38.36,-148.0,-148.0,0.0,,engine/v1/trades/dt=2020-07-09/trade_20200709-00caa97a2fabda9b.json,,,0.0
20200521-da67fe63d1af4808,2020-05-21T18:20:43Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.05303803,8959.78,USD,btc,NOTIONAL,480.0,1.0,8959.78,4.790925193174444,4.79,,,engine/v1/trades/dt=2020-05-21/trade_20200521-da67fe63d1af4808.json,4.79,0.0009251931744440611,
20200521-47ab31313d5d615b,2020-05-21T21:43:41Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.49033447,9131.45,USD,btc,NOTIONAL,4480.0,1.0,9131.45,2.5350293653452067,2.54,,,engine/v1/trades/dt=2020-05-21/trade_20200521-47ab31313d5d615b.json,2.54,-0.0049706346547933045,
20200521-d888cca8bfc7215e,2020-05-21T21:50:19Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.56078861,9117.4,USD,btc,NOTIONAL,5120.0,1.0,9117.4,7.065936473165593,7.07,,,engine/v1/trades/dt=2020-05-21/trade_20200521-d888cca8bfc7215e.json,7.07,-0.0040635268344075826,
20200521-4e58756354a77302,2020-05-21T22:04:47Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.48998624,9135.01,USD,btc,NOTIONAL,4480.0,1.0,9135.01,-3.9688902353796056,-3.97,,,engine/v1/trades/dt=2020-05-21/trade_20200521-4e58756354a77302.json,-3.97,0.0011097646203945821,
20200521-13b787762ae608e1,2020-05-21T22:15:51Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,BUY,reduce,0.5597477,9125.56,USD,btc,NOTIONAL,5110.0,1.0,9125.56,1.9871049861383614,1.99,,,engine/v1/trades/dt=2020-05-21/trade_20200521-13b787762ae608e1.json,1.99,-0.0028950138616385956,
20200521-9a781aab129741d4,2020-05-21T22:16:05Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.0010954,9120.8,USD,btc,NOTIONAL,10.0,1.0,9120.8,0.00910274933701238,0.01,,,engine/v1/trades/dt=2020-05-21/trade_20200521-9a781aab129741d4.json,0.01,-0.0008972506629876201,
20200521-d01d8ec60e7fe148,2020-05-21T22:27:34Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.5606044,9127.47,USD,btc,NOTIONAL,5120.0,1.0,9127.47,-3.100142340961716,-3.1,,,engine/v1/trades/dt=2020-05-21/trade_20200521-d01d8ec60e7fe148.json,-3.1,-0.0001423409617160587,
20200521-f56128ece0f4eca8,2020-05-21T22:41:18Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.5604324,9143.03,USD,btc,NOTIONAL,5120.0,1.0,9143.03,4.051927581602825,4.05,,,engine/v1/trades/dt=2020-05-21/trade_20200521-f56128ece0f4eca8.json,4.05,0.0019275816028248016,
20200521-d70c2106be83e385,2020-05-21T22:50:32Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.77066307,9136.73,USD,btc,NOTIONAL,7040.0,1.0,9136.73,1.340953848881987,1.34,,,engine/v1/trades/dt=2020-05-21/trade_20200521-d70c2106be83e385.json,1.34,0.0009538488819869073,
20200521-39b91cd57d218566,2020-05-21T23:03:10Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.70069712,9116.34,USD,btc,NOTIONAL,6400.0,1.0,9116.34,-12.206145114388868,-12.21,,,engine/v1/trades/dt=2020-05-21/trade_20200521-39b91cd57d218566.json,-12.21,0.0038548856111333407,
20200521-299e5bd3d10b1b39,2020-05-21T23:11:15Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.84400238,9095.03,USD,btc,NOTIONAL,7680.0,1.0,9095.03,3.7726908071866556,3.77,,,engine/v1/trades/dt=2020-05-21/trade_20200521-299e5bd3d10b1b39.json,3.77,0.002690807186655597,
20200521-55d6d71f07fab471,2020-05-21T23:14:33Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.77478161,9083.5,USD,btc,NOTIONAL,7040.0,1.0,9083.5,2.2701104834354138,2.27,,,engine/v1/trades/dt=2020-05-21/trade_20200521-55d6d71f07fab471.json,2.27,0.00011048343541375516,
20200521-af53da684d797d00,2020-05-21T23:16:05Z,2020-05-21,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.77405305,9103.91,USD,btc,NOTIONAL,7040.0,1.0,9103.91,6.91229667354981,6.91,,,engine/v1/trades/dt=2020-05-21/trade_20200521-af53da684d797d00.json,6.91,0.002296673549810002,
20200522-cdc5632128195251,2020-05-22T14:31:14Z,2020-05-22,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.35029222,9160.0,USD,btc,NOTIONAL,3200.0,1.0,9160.0,-8.676738297777002,-8.68,,,engine/v1/trades/dt=2020-05-22/trade_20200522-cdc5632128195251.json,-8.68,0.003261702222998153,
20200522-059415c49b20b991,2020-05-22T14:38:43Z,2020-05-22,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.34974527,9162.93,USD,btc,NOTIONAL,3200.0,1.0,9162.93,-4.690082102667629,-4.69,,,engine/v1/trades/dt=2020-05-22/trade_20200522-059415c49b20b991.json,-4.69,-8.210266762898044e-05,
20200522-c6935845f2dabc8d,2020-05-22T16:35:31Z,2020-05-22,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.41884958,9198.77,USD,btc,NOTIONAL,3840.0,1.0,9198.77,12.900565774103121,12.9,,,engine/v1/trades/dt=2020-05-22/trade_20200522-c6935845f2dabc8d.json,12.9,0.0005657741031210861,
20200522-4a8836f7fc4943aa,2020-05-22T17:38:53Z,2020-05-22,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.15663939,9190.18,USD,btc,NOTIONAL,1440.0,1.0,9190.18,-0.45582062179308486,-0.46,,,engine/v1/trades/dt=2020-05-22/trade_20200522-4a8836f7fc4943aa.json,-0.46,0.004179378206915163,
20200524-e5f6de00549d0dd9,2020-05-24T16:32:54Z,2020-05-24,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.28668876,8926.41,USD,btc,NOTIONAL,2560.0,1.0,8926.41,0.8973362569631366,0.9,,,engine/v1/trades/dt=2020-05-24/trade_20200524-e5f6de00549d0dd9.json,0.9,-0.002663743036863453,
20200524-d998d114a62c5566,2020-05-24T16:50:55Z,2020-05-24,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.14407924,8877.96,USD,btc,NOTIONAL,1280.0,1.0,8877.96,0.8702386312473118,0.87,,,engine/v1/trades/dt=2020-05-24/trade_20200524-d998d114a62c5566.json,0.87,0.00023863124731182683,
20200524-509222451227d9e9,2020-05-24T17:03:30Z,2020-05-24,CRYPTO:NEO-USD,NEO-USD,BUY,close,163.04901661,9.843,USD,neo,NOTIONAL,1600.0,1.0,9.843,-4.891470498318452,-4.95,,,engine/v1/trades/dt=2020-05-24/trade_20200524-509222451227d9e9.json,-4.95,0.05852950168154791,
20200524-bf23351c8b90ea9c,2020-05-24T19:45:28Z,2020-05-24,CRYPTO:NEO-USD,NEO-USD,SELL,close,161.99250785,9.922,USD,neo,NOTIONAL,1600.0,1.0,9.922,7.289662853093032,7.24,,,engine/v1/trades/dt=2020-05-24/trade_20200524-bf23351c8b90ea9c.json,7.24,0.04966285309303142,
20200524-13f8e3a8aec471ef,2020-05-24T19:45:52Z,2020-05-24,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.12482488,9005.22,USD,btc,NOTIONAL,1120.0,1.0,9005.22,4.075532428278587,4.08,,,engine/v1/trades/dt=2020-05-24/trade_20200524-13f8e3a8aec471ef.json,4.08,-0.0044675717214133215,
20200524-3b1231bc9c0ce9c6,2020-05-24T21:49:05Z,2020-05-24,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.10634892,9055.55,USD,btc,NOTIONAL,960.0,1.0,9055.55,3.0479600393933968,3.05,,,engine/v1/trades/dt=2020-05-24/trade_20200524-3b1231bc9c0ce9c6.json,3.05,-0.002039960606603053,
20200526-3ee654ee73854a03,2020-05-26T20:07:05Z,2020-05-26,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.14562765,8831.45,USD,btc,NOTIONAL,1280.0,1.0,8831.45,6.103254550294988,6.1,,,engine/v1/trades/dt=2020-05-26/trade_20200526-3ee654ee73854a03.json,6.1,0.0032545502949883343,
20200526-39f4ac0b91a827c3,2020-05-26T20:51:19Z,2020-05-26,CRYPTO:XRP-USD,XRP-USD,SELL,close,16483.08080033,0.195,USD,xrp,NOTIONAL,3200.0,1.0,0.195,14.837712519320135,13.77,,,engine/v1/trades/dt=2020-05-26/trade_20200526-39f4ac0b91a827c3.json,13.77,1.0677125193201356,
20200527-2d81a3e882342f9b,2020-05-27T00:42:42Z,2020-05-27,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.21763743,8877.89,USD,btc,NOTIONAL,1920.0,1.0,8877.89,-12.161582224458877,-12.16,,,engine/v1/trades/dt=2020-05-27/trade_20200527-2d81a3e882342f9b.json,-12.16,-0.001582224458877235,
20200527-5532183b182d2acb,2020-05-27T09:13:48Z,2020-05-27,CRYPTO:XRP-USD,XRP-USD,SELL,close,9873.49583462,0.1972,USD,xrp,NOTIONAL,1920.0,1.0,0.1972,26.652956298200316,26.66,,,engine/v1/trades/dt=2020-05-27/trade_20200527-5532183b182d2acb.json,26.66,-0.007043701799684499,
20200527-f1714680d2b8f8f9,2020-05-27T09:14:08Z,2020-05-27,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.28804115,8926.29,USD,btc,NOTIONAL,2560.0,1.0,8926.29,11.138550028016518,11.14,,,engine/v1/trades/dt=2020-05-27/trade_20200527-f1714680d2b8f8f9.json,11.14,-0.001449971983483067,
20200527-0ebcbfb8e4970ca9,2020-05-27T16:51:22Z,2020-05-27,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.12245144,9180.0,USD,btc,NOTIONAL,1120.0,1.0,9180.0,4.1045735627258235,4.1,,,engine/v1/trades/dt=2020-05-27/trade_20200527-0ebcbfb8e4970ca9.json,4.1,0.0045735627258238765,
20200527-cc50c3a74908bb65,2020-05-27T19:39:29Z,2020-05-27,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.12202363,9158.09,USD,btc,NOTIONAL,1120.0,1.0,9158.09,2.496603494015833,2.5,,,engine/v1/trades/dt=2020-05-27/trade_20200527-cc50c3a74908bb65.json,2.5,-0.0033965059841669643,
20200530-89c177651672d10e,2020-05-30T23:00:38Z,2020-05-30,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.5515273,9727.7,USD,btc,NOTIONAL,5273.75,1.0,9727.7,91.34209083829195,91.34,,,engine/v1/trades/dt=2020-05-30/trade_20200530-89c177651672d10e.json,91.34,0.002090838291948671,
20200531-e013192a765144f7,2020-05-31T02:02:53Z,2020-05-31,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.16556857,9625.74,USD,btc,NOTIONAL,1600.0,1.0,9625.74,-6.2800157704061155,-6.28,,,engine/v1/trades/dt=2020-05-31/trade_20200531-e013192a765144f7.json,-6.28,-1.5770406115223068e-05,
20200531-3b74ca1dd1b99125,2020-05-31T06:15:51Z,2020-05-31,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.5474159,9573.81,USD,btc,NOTIONAL,5273.75,1.0,9573.81,32.89422118768108,32.89,,,engine/v1/trades/dt=2020-05-31/trade_20200531-3b74ca1dd1b99125.json,32.89,0.004221187681082483,
20200531-6fda36fab4fa6c01,2020-05-31T12:09:09Z,2020-05-31,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.16734581,9620.0,USD,btc,NOTIONAL,1600.0,1.0,9620.0,-9.866709060938831,-9.87,,,engine/v1/trades/dt=2020-05-31/trade_20200531-6fda36fab4fa6c01.json,-9.87,0.0032909390611681744,
20200531-e8717a1bdf114ca4,2020-05-31T13:55:15Z,2020-05-31,CRYPTO:DASH-USD,DASH-USD,BUY,close,66.47260103,79.16,USD,dash,NOTIONAL,5273.75,1.0,79.16,11.964645828082126,11.89,,,engine/v1/trades/dt=2020-05-31/trade_20200531-e8717a1bdf114ca4.json,11.89,0.07464582808212583,
20200531-9db3075fb5d15658,2020-05-31T14:48:14Z,2020-05-31,CRYPTO:DASH-USD,DASH-USD,BUY,close,66.90523988,78.0,USD,dash,NOTIONAL,5273.75,1.0,78.0,54.86519918802289,55.14,,,engine/v1/trades/dt=2020-05-31/trade_20200531-9db3075fb5d15658.json,55.14,-0.2748008119771086,
20200531-5e7302aa1f009c24,2020-05-31T15:25:38Z,2020-05-31,CRYPTO:DASH-USD,DASH-USD,BUY,close,195.5082972,78.05,USD,dash,NOTIONAL,15273.75,1.0,78.05,13.686155913979938,13.38,,,engine/v1/trades/dt=2020-05-31/trade_20200531-5e7302aa1f009c24.json,13.38,0.30615591397993747,
20200601-ea8acad8d6a1ab5a,2020-06-01T00:39:53Z,2020-06-01,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.54380622,9485.0,USD,btc,NOTIONAL,5120.0,1.0,9485.0,-38.00117258197409,-38.0,,,engine/v1/trades/dt=2020-06-01/trade_20200601-ea8acad8d6a1ab5a.json,-38.0,-0.001172581974088871,
20200601-805f335a0ffd4219,2020-06-01T02:38:07Z,2020-06-01,CRYPTO:DASH-USD,DASH-USD,SELL,close,140.32031891,77.93,USD,dash,NOTIONAL,10880.0,1.0,77.93,55.46648571016294,54.47,,,engine/v1/trades/dt=2020-06-01/trade_20200601-805f335a0ffd4219.json,54.47,0.9964857101629434,
20200602-68cd7a168459ebf7,2020-06-02T15:04:48Z,2020-06-02,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.50363873,9552.67,USD,btc,NOTIONAL,5120.0,1.0,9552.67,-308.9067304608885,-308.9,,,engine/v1/trades/dt=2020-06-02/trade_20200602-68cd7a168459ebf7.json,-308.9,-0.006730460888547896,
20200604-2888d618ac705518,2020-06-04T20:16:43Z,2020-06-04,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.35919618,9774.85,USD,btc,NOTIONAL,3520.0,1.0,9774.85,8.910410398332237,8.91,,,engine/v1/trades/dt=2020-06-04/trade_20200604-2888d618ac705518.json,8.91,0.0004103983322369942,
20200604-dce2a4787550696c,2020-06-04T20:32:18Z,2020-06-04,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.45781295,9776.94,USD,btc,NOTIONAL,4480.0,1.0,9776.94,3.9902334275472677,3.99,,,engine/v1/trades/dt=2020-06-04/trade_20200604-dce2a4787550696c.json,3.99,0.00023342754726751735,
20200604-616cd5502fb66218,2020-06-04T20:40:09Z,2020-06-04,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.32800478,9770.75,USD,btc,NOTIONAL,3200.0,1.0,9770.75,-4.851188401756752,-4.85,,,engine/v1/trades/dt=2020-06-04/trade_20200604-616cd5502fb66218.json,-4.85,-0.0011884017567522775,
20200604-02419c2570ca39aa,2020-06-04T20:43:21Z,2020-06-04,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.19656751,9764.94,USD,btc,NOTIONAL,1920.0,1.0,9764.94,-0.5307320908630851,-0.53,,,engine/v1/trades/dt=2020-06-04/trade_20200604-02419c2570ca39aa.json,-0.53,-0.0007320908630851219,
20200604-591a7e66c4a372a0,2020-06-04T22:35:26Z,2020-06-04,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.61427899,9804.68,USD,btc,NOTIONAL,6000.0,1.0,9804.68,-22.80854616519817,-22.81,,,engine/v1/trades/dt=2020-06-04/trade_20200604-591a7e66c4a372a0.json,-22.81,0.0014538348018291458,
20200604-2637d4d5c02b416e,2020-06-04T22:47:00Z,2020-06-04,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.61193269,9813.72,USD,btc,NOTIONAL,6000.0,1.0,9813.72,5.3360530341658405,5.34,,,engine/v1/trades/dt=2020-06-04/trade_20200604-2637d4d5c02b416e.json,5.34,-0.003946965834159322,
20200604-6a63a520b02f82ee,2020-06-04T22:51:03Z,2020-06-04,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.29348002,9819.83,USD,btc,NOTIONAL,2880.0,1.0,9819.83,-1.9252298163607575,-1.92,,,engine/v1/trades/dt=2020-06-04/trade_20200604-6a63a520b02f82ee.json,-1.92,-0.005229816360757589,
20200604-7fa02b119d2390e1,2020-06-04T22:56:01Z,2020-06-04,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.61071624,9832.78,USD,btc,NOTIONAL,6000.0,1.0,9832.78,5.038408962057217,5.04,,,engine/v1/trades/dt=2020-06-04/trade_20200604-7fa02b119d2390e1.json,5.04,-0.0015910379427825916,
20200604-c39ddd25258709d0,2020-06-04T22:59:57Z,2020-06-04,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.61021968,9815.44,USD,btc,NOTIONAL,6000.0,1.0,9815.44,-10.422556984374255,-10.43,,,engine/v1/trades/dt=2020-06-04/trade_20200604-c39ddd25258709d0.json,-10.43,0.0074430156257445645,
20200604-0fcfae69424d0d7e,2020-06-04T23:19:53Z,2020-06-04,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.22837428,9826.3,USD,btc,NOTIONAL,2240.0,1.0,9826.3,-4.0741971726448725,-4.07,,,engine/v1/trades/dt=2020-06-04/trade_20200604-0fcfae69424d0d7e.json,-4.07,-0.0041971726448721824,
20200604-7b3f39f4943eaccb,2020-06-04T23:20:07Z,2020-06-04,CRYPTO:ETH-USD,ETH-USD,BUY,close,10.50878745,243.88,USD,eth,NOTIONAL,2560.0,1.0,243.88,-2.83732194901668,-2.88,,,engine/v1/trades/dt=2020-06-04/trade_20200604-7b3f39f4943eaccb.json,-2.88,0.04267805098331978,
20200605-413545cab21a6aab,2020-06-05T00:18:15Z,2020-06-05,CRYPTO:BTC-USD,BTC-USD,SELL,close,0.29242312,9785.66,USD,btc,NOTIONAL,2880.0,1.0,9785.66,-18.446055028358938,-18.45,,,engine/v1/trades/dt=2020-06-05/trade_20200605-413545cab21a6aab.json,-18.45,0.0039449716410615565,
20200605-71da41762930b633,2020-06-05T00:19:46Z,2020-06-05,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.29451135,9787.89,USD,btc,NOTIONAL,2880.0,1.0,9787.89,-2.6447119361972593,-2.64,,,engine/v1/trades/dt=2020-06-05/trade_20200605-71da41762930b633.json,-2.64,-0.004711936197259181,
20200605-2f2dfc364b71c7f0,2020-06-05T21:55:53Z,2020-06-05,CRYPTO:ETH-USD,ETH-USD,BUY,close,5.31671859,240.34,USD,eth,NOTIONAL,1280.0,1.0,240.34,2.1798546209760983,2.18,,,engine/v1/trades/dt=2020-06-05/trade_20200605-2f2dfc364b71c7f0.json,2.18,-0.0001453790239018815,
20200605-29a1676014ed7631,2020-06-05T21:57:36Z,2020-06-05,CRYPTO:ETH-USD,ETH-USD,SELL,close,6.65506544,240.47,USD,eth,NOTIONAL,1600.0,1.0,240.47,0.33275101905007154,0.35,,,engine/v1/trades/dt=2020-06-05/trade_20200605-29a1676014ed7631.json,0.35,-0.01724898094992844,
20200605-9e37c5f066a5b3c8,2020-06-05T22:01:26Z,2020-06-05,CRYPTO:ETH-USD,ETH-USD,BUY,close,6.64960442,240.35,USD,eth,NOTIONAL,1600.0,1.0,240.35,1.7953619815477366,1.75,,,engine/v1/trades/dt=2020-06-05/trade_20200605-9e37c5f066a5b3c8.json,1.75,0.04536198154773663,
20200605-5c46a15f82903c1f,2020-06-05T22:02:28Z,2020-06-05,CRYPTO:ETH-USD,ETH-USD,BUY,close,7.99258184,240.16,USD,eth,NOTIONAL,1920.0,1.0,240.16,0.47956040296396785,0.5,,,engine/v1/trades/dt=2020-06-05/trade_20200605-5c46a15f82903c1f.json,0.5,-0.020439597036032153,
20200605-f1022d9d89f1e272,2020-06-05T22:05:03Z,2020-06-05,CRYPTO:ETH-USD,ETH-USD,BUY,close,5.33711379,239.55,USD,eth,NOTIONAL,1280.0,1.0,239.55,1.494391860901478,1.49,,,engine/v1/trades/dt=2020-06-05/trade_20200605-f1022d9d89f1e272.json,1.49,0.0043918609014779175,
20200605-65abcc66527bbd9b,2020-06-05T22:21:57Z,2020-06-05,CRYPTO:ETH-USD,ETH-USD,SELL,close,9.28348047,241.08,USD,eth,NOTIONAL,2240.0,1.0,241.08,-1.9495213228892792,-1.92,,,engine/v1/trades/dt=2020-06-05/trade_20200605-65abcc66527bbd9b.json,-1.92,-0.029521322889279222,
20200606-7e7709d3fba52c42,2020-06-06T04:22:59Z,2020-06-06,CRYPTO:ETH-USD,ETH-USD,BUY,close,2.66622433,240.44,USD,eth,NOTIONAL,640.0,1.0,240.44,-1.0664889185135964,-1.06,,,engine/v1/trades/dt=2020-06-06/trade_20200606-7e7709d3fba52c42.json,-1.06,-0.006488918513596342,
20200606-ef46789e22e348c6,2020-06-06T04:23:14Z,2020-06-06,CRYPTO:BTC-USD,BTC-USD,BUY,close,0.06685981,9635.15,USD,btc,NOTIONAL,640.0,1.0,9635.15,-4.2041438446679305,-4.2,,,engine/v1/trades/dt=2020-06-06/trade_20200606-ef46789e22e348c6.json,-4.2,-0.004143844667930274,
