as_of,ticker,yahoo_ticker,start,interval,reason,error,yahoo_ticker_uni,name,asset_class,role,region,currency,exchange,quoteType,yahoo_ok,lock_yahoo_ticker,country,market,fullExchangeName,is_excluded,has_override,classification,suggested_action,why,suggested_yahoo_ticker,suggest_why,confidence
2026-01-13,PDCO,PDCO,2010-01-01,1d,empty,,PDCO,Patterson Companies Inc.,equity,stock,NASDAQ,,,NONE,True,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,PLL,PLL,2010-01-01,1d,empty,,PLL,Piedmont Lithium Inc.,equity,stock,NASDAQ,,,,False,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,PPBI,PPBI,2010-01-01,1d,empty,,PPBI,Pacific Premier Bancorp Inc.,equity,stock,NASDAQ,,,,False,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,RDFN,RDFN,2010-01-01,1d,empty,,RDFN,Redfin Corp.,equity,stock,NASDAQ,,,NONE,True,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,SKX,SKX,2010-01-01,1d,empty,,SKX,Skechers USA Inc.,equity,stock,NYSE,,,NONE,True,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,SMAR,SMAR,2010-01-01,1d,empty,,SMAR,Smartsheet Inc.,equity,stock,NYSE,,,NONE,True,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,STR,STR,2010-01-01,1d,empty,,STR,Sitio Royalties Corp.,equity,stock,NYSE,,,,False,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,SUM,SUM,2010-01-01,1d,empty,,SUM,Summit Materials Inc.,equity,stock,NYSE,,,NONE,True,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,TPX,TPX,2010-01-01,1d,empty,,TPX,Tempur Sealy International Inc,equity,stock,NYSE,,,NONE,True,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,WBA,WBA,2010-01-01,1d,empty,,WBA,Walgreens Boots Alliance Inc.,equity,stock,NASDAQ,,,,False,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,WNS,WNS,2010-01-01,1d,empty,,WNS,WNS (Holdings) Limited,equity,stock,NYSE,,,,False,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,X,X,2010-01-01,1d,empty,,X,United States Steel Corporation,equity,stock,NYSE,,,NONE,True,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,ZI,ZI,2010-01-01,1d,empty,,ZI,ZoomInfo Technologies Inc.,equity,stock,NASDAQ,,,NONE,True,,,,,False,False,INVESTIGATE,run_resolver_or_manual,bad_meta_or_no_meta,,no_region_hint,MED
2026-01-13,ALFAA,ALFAA,2010-01-01,1d,empty,,ALFAA,Alfa,equity,stock,BMV,,,NONE,True,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,ALFAA.MX,add_suffix_by_region_hint,HIGH
2026-01-13,ANE,ANE,2010-01-01,1d,empty,,ANE,Corporacion Acciona Energias Renovable SA,equity,stock,Cboe Europe,,YHD,MUTUALFUND,True,,,us_market,YHD,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,ANE.DE,add_suffix_by_region_hint,LOW
2026-01-13,BCP,BCP,2010-01-01,1d,empty,,BCP,Banco Comercial Português SA,equity,stock,Cboe Europe,,YHD,MUTUALFUND,True,,,us_market,YHD,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,BCP.DE,add_suffix_by_region_hint,LOW
2026-01-13,BCU,BCU,2018-01-31,1d,empty,,BCU,Brunello Cucinelli S.p.A.,equity,stock,Cboe Europe,,YHD,MUTUALFUND,True,,,us_market,YHD,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,BCU.DE,add_suffix_by_region_hint,LOW
2026-01-13,BIM,BIM,2022-03-03,1d,empty,,BIM,BioMerieux SA,equity,stock,Cboe Europe,,NMS,ECNQUOTE,True,,,us_market,NasdaqGS,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,BIM.DE,add_suffix_by_region_hint,LOW
2026-01-13,CCRO3,CCRO3,2010-01-01,1d,empty,,CCRO3,CCR S.A.,equity,stock,B3,,PAOLO,EQUITY,True,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,CCRO3.SA,add_suffix_by_region_hint,HIGH
2026-01-13,CGCBV,CGCBV,2010-01-01,1d,empty,,CGCBV,Cargotec Corp,equity,stock,Cboe Europe,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,CGCBV.DE,add_suffix_by_region_hint,LOW
2026-01-13,CPLE6,CPLE6,2010-01-01,1d,empty,,CPLE6,Companhia Paranaense de Energia - COPEL,equity,stock,B3,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,CPLE6.SA,add_suffix_by_region_hint,HIGH
2026-01-13,CRFB3,CRFB3,2010-01-01,1d,empty,,CRFB3,Atacadão S.A.,equity,stock,B3,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,CRFB3.SA,add_suffix_by_region_hint,HIGH
2026-01-13,DHL,DHL,2016-06-29,1d,empty,,DHL,DHL Group,equity,stock,Cboe Europe,,NMS,ECNQUOTE,True,,,us_market,NasdaqGS,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,DHL.DE,add_suffix_by_region_hint,LOW
2026-01-13,ECV,ECV,2016-07-26,1d,empty,,ECV,Encavis AG,equity,stock,Cboe Europe,,NMS,ECNQUOTE,True,,,us_market,NasdaqGS,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,ECV.DE,add_suffix_by_region_hint,LOW
2026-01-13,EDPR,EDPR,2010-01-01,1d,empty,,EDPR,EDP Renovaveis SA,equity,stock,Cboe Europe,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,EDPR.DE,add_suffix_by_region_hint,LOW
2026-01-13,EMBR3,EMBR3,2010-01-01,1d,empty,,EMBR3,Embraer SA,equity,stock,B3,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,EMBR3.SA,add_suffix_by_region_hint,HIGH
2026-01-13,ENG,ENG,2010-01-01,1d,empty,,ENG,Enagas SA,equity,stock,Cboe Europe,USD,NCM,EQUITY,True,,United States,us_market,NasdaqCM,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,ENG.DE,add_suffix_by_region_hint,LOW
2026-01-13,EOAN,EOAN,2010-01-01,1d,empty,,EOAN,E ON SE,equity,stock,Cboe Europe,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,EOAN.DE,add_suffix_by_region_hint,LOW
2026-01-13,FDJ,FDJ,2010-01-01,1d,empty,,FDJ,La Francaise Des Jeux Societe Anonyme,equity,stock,Cboe Europe,,NMS,ECNQUOTE,True,,,us_market,NasdaqGS,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,FDJ.DE,add_suffix_by_region_hint,LOW
2026-01-13,GALP,GALP,2010-01-01,1d,empty,,GALP,GALP Energia SGPS SA,equity,stock,Cboe Europe,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,GALP.DE,add_suffix_by_region_hint,LOW
2026-01-13,JBSS3,JBSS3,2010-01-01,1d,empty,,JBSS3,JBS S.A.,equity,stock,B3,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,JBSS3.SA,add_suffix_by_region_hint,HIGH
2026-01-13,JMT,JMT,2010-01-01,1d,empty,,JMT,Jeronimo Martins,equity,stock,Cboe Europe,,,NONE,True,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,JMT.DE,add_suffix_by_region_hint,LOW
2026-01-13,MRFG3,MRFG3,2010-01-01,1d,empty,,MRFG3,Marfrig Global Foods S.A.,equity,stock,B3,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,MRFG3.SA,add_suffix_by_region_hint,HIGH
2026-01-13,MUV2,MUV2,2010-01-01,1d,empty,,MUV2,Munich Reinsurance Company,equity,stock,Cboe Europe,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,MUV2.DE,add_suffix_by_region_hint,LOW
2026-01-13,NEOEN,NEOEN,2010-01-01,1d,empty,,NEOEN,Neoen SA,equity,stock,Cboe Europe,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,NEOEN.DE,add_suffix_by_region_hint,LOW
2026-01-13,NTCO3,NTCO3,2010-01-01,1d,empty,,NTCO3,Natura &Co Holding S.A.,equity,stock,B3,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,NTCO3.SA,add_suffix_by_region_hint,HIGH
2026-01-13,RBI,RBI,2018-01-25,1d,empty,,RBI,Raiffeisen Bank International AG,equity,stock,Cboe Europe,,NMS,ECNQUOTE,True,,,us_market,NasdaqGS,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,RBI.DE,add_suffix_by_region_hint,LOW
2026-01-13,ROXO34,ROXO34,2010-01-01,1d,empty,,ROXO34,Nu Holdings Ltd.,equity,stock,B3,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,ROXO34.SA,add_suffix_by_region_hint,HIGH
2026-01-13,SHA,SHA,2010-01-01,1d,empty,,SHA,Schaeffler AG,equity,stock,Cboe Europe,,NMS,ECNQUOTE,True,,,us_market,NasdaqGS,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,SHA.DE,add_suffix_by_region_hint,LOW
2026-01-13,SPIE,SPIE,2010-01-01,1d,empty,,SPIE,Spie SA,equity,stock,Cboe Europe,,EUPAR,EQUITY,True,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,SPIE.DE,add_suffix_by_region_hint,LOW
2026-01-13,TKWY,TKWY,2010-01-01,1d,empty,,TKWY,Just Eat Takeaway.com NV,equity,stock,Cboe Europe,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,TKWY.DE,add_suffix_by_region_hint,LOW
2026-01-13,UN01,UN01,2010-01-01,1d,empty,,UN01,Uniper SE,equity,stock,Cboe Europe,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,UN01.DE,add_suffix_by_region_hint,LOW
2026-01-13,UQA,UQA,2018-06-09,1d,empty,,UQA,UNIQA Insurance Group AG,equity,stock,Cboe Europe,,NMS,ECNQUOTE,True,,,us_market,NasdaqGS,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,UQA.DE,add_suffix_by_region_hint,LOW
2026-01-13,VER,VER,2010-01-01,1d,empty,,VER,VERBUND AG,equity,stock,Cboe Europe,,,NONE,True,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,VER.DE,add_suffix_by_region_hint,LOW
2026-01-13,WIE,WIE,2010-01-01,1d,empty,,WIE,Wienerberger AG,equity,stock,Cboe Europe,,NMS,ECNQUOTE,True,,,us_market,NasdaqGS,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,WIE.DE,add_suffix_by_region_hint,LOW
2026-01-13,XPBR31,XPBR31,2010-01-01,1d,empty,,XPBR31,XP Inc,equity,stock,B3,,,,False,,,,,False,False,OVERRIDABLE,add_override,add_suffix_by_region_hint,XPBR31.SA,add_suffix_by_region_hint,HIGH
2026-01-13,AZUL4,AZUL4.SA,2025-12-31,1d,empty,,AZUL4.SA,Azul SA,equity,stock,B3,BRL,SAO,EQUITY,True,,Brazil,,,False,False,RETRY,retry_next_run,meta_ok_but_no_ohlcv,,already_matches_hint,HIGH
2026-01-13,BRK,BRK.SW,2026-01-10,1d,empty,,BRK.SW,Berkshire Hathaway Inc.,equity,stock,NYSE,CHF,EBS,EQUITY,True,,United States,ch_market,Swiss,False,False,RETRY,retry_next_run,meta_ok_but_no_ohlcv,,no_region_hint,MED
2026-01-13,ELP,ELP,2025-12-25,1d,empty,,ELP,Companhia Paranaense de Energia,equity,stock,NYSE,USD,NYQ,EQUITY,True,,Brazil,,,False,False,RETRY,retry_next_run,meta_ok_but_no_ohlcv,,no_region_hint,MED
2026-01-13,GCO,GCO.MC,2026-01-06,1d,empty,,GCO.MC,Grupo Catalana Occidente SA,equity,stock,Cboe Europe,EUR,MCE,EQUITY,True,,Spain,es_market,MCE,False,False,RETRY,retry_next_run,meta_ok_but_no_ohlcv,,already_matches_hint,LOW
2026-01-13,INFA,INFA,2025-11-20,1d,empty,,INFA,Informatica Inc.,equity,stock,NYSE,USD,NYQ,EQUITY,True,,United States,,,False,False,RETRY,retry_next_run,meta_ok_but_no_ohlcv,,no_region_hint,MED
2026-01-13,IPG,IPG,2025-11-27,1d,empty,,IPG,Interpublic Group of Companies Inc.,equity,stock,NYSE,USD,NYQ,EQUITY,True,,United States,,,False,False,RETRY,retry_next_run,meta_ok_but_no_ohlcv,,no_region_hint,MED
2026-01-13,LANC,LANC,2010-01-01,1d,empty,,LANC,Lancaster Colony Corp.,equity,stock,NASDAQ,USD,NMS,EQUITY,True,,United States,us_market,NasdaqGS,False,False,RETRY,retry_next_run,meta_ok_but_no_ohlcv,,no_region_hint,MED
2026-01-13,PYCR,PYCR,2010-01-01,1d,empty,,PYCR,Paycor HCM Inc.,equity,stock,NASDAQ,USD,NGM,EQUITY,True,,United States,us_market,NasdaqGM,False,False,RETRY,retry_next_run,meta_ok_but_no_ohlcv,,no_region_hint,MED
2026-01-13,SNV,SNV,2026-01-03,1d,empty,,SNV,Synovus Financial Corp.,equity,stock,NYSE,USD,NYQ,EQUITY,True,,United States,us_market,NYSE,False,False,RETRY,retry_next_run,meta_ok_but_no_ohlcv,,no_region_hint,MED
2026-01-13,SQ,SQ.MX,2026-01-10,1d,empty,,SQ.MX,Block Inc.,equity,stock,NYSE,MXN,MEX,EQUITY,True,,United States,mx_market,Mexico,False,False,RETRY,retry_next_run,meta_ok_but_no_ohlcv,,no_region_hint,MED
